MAZID,Code_AM,Code_PM,Coverage_AM,Coverage_PM
1,2,2,10min headway,10min headway
2,2,2,10min headway,10min headway
3,2,2,10min headway,10min headway
4,2,2,10min headway,10min headway
5,2,2,10min headway,10min headway
6,2,2,10min headway,10min headway
7,2,2,10min headway,10min headway
8,2,2,10min headway,10min headway
9,0,0,00 coverage,00 coverage
10,2,2,10min headway,10min headway
11,2,2,10min headway,10min headway
12,2,2,10min headway,10min headway
13,2,2,10min headway,10min headway
14,2,2,10min headway,10min headway
15,2,2,10min headway,10min headway
16,2,2,10min headway,10min headway
17,2,2,10min headway,10min headway
18,1,1,05min headway,05min headway
19,1,1,05min headway,05min headway
20,2,2,10min headway,10min headway
21,3,3,Any,Any
22,3,3,Any,Any
23,1,1,05min headway,05min headway
24,1,1,05min headway,05min headway
25,2,2,10min headway,10min headway
26,2,2,10min headway,10min headway
27,2,2,10min headway,10min headway
28,2,2,10min headway,10min headway
29,2,2,10min headway,10min headway
30,1,2,05min headway,10min headway
31,1,2,05min headway,10min headway
32,2,2,10min headway,10min headway
33,2,2,10min headway,10min headway
34,1,1,05min headway,05min headway
35,0,0,00 coverage,00 coverage
36,2,2,10min headway,10min headway
37,2,2,10min headway,10min headway
38,1,2,05min headway,10min headway
39,1,1,05min headway,05min headway
40,1,1,05min headway,05min headway
41,1,1,05min headway,05min headway
42,1,1,05min headway,05min headway
43,1,2,05min headway,10min headway
44,1,1,05min headway,05min headway
45,1,1,05min headway,05min headway
46,2,2,10min headway,10min headway
47,0,0,00 coverage,00 coverage
48,0,0,00 coverage,00 coverage
49,1,1,05min headway,05min headway
50,1,1,05min headway,05min headway
51,2,2,10min headway,10min headway
52,2,2,10min headway,10min headway
53,2,2,10min headway,10min headway
54,2,2,10min headway,10min headway
55,2,2,10min headway,10min headway
56,2,2,10min headway,10min headway
57,2,2,10min headway,10min headway
58,1,2,05min headway,10min headway
59,1,1,05min headway,05min headway
60,1,1,05min headway,05min headway
61,2,2,10min headway,10min headway
62,0,0,00 coverage,00 coverage
63,0,0,00 coverage,00 coverage
64,0,0,00 coverage,00 coverage
65,2,2,10min headway,10min headway
66,2,2,10min headway,10min headway
67,3,3,Any,Any
68,2,2,10min headway,10min headway
69,2,2,10min headway,10min headway
70,0,0,00 coverage,00 coverage
71,0,0,00 coverage,00 coverage
72,2,2,10min headway,10min headway
73,0,0,00 coverage,00 coverage
74,2,2,10min headway,10min headway
75,1,1,05min headway,05min headway
76,1,1,05min headway,05min headway
77,2,2,10min headway,10min headway
78,2,2,10min headway,10min headway
79,2,2,10min headway,10min headway
80,2,2,10min headway,10min headway
81,1,1,05min headway,05min headway
82,0,0,00 coverage,00 coverage
83,0,0,00 coverage,00 coverage
84,0,0,00 coverage,00 coverage
85,0,0,00 coverage,00 coverage
86,0,0,00 coverage,00 coverage
87,0,0,00 coverage,00 coverage
88,0,0,00 coverage,00 coverage
89,0,0,00 coverage,00 coverage
90,2,2,10min headway,10min headway
91,2,2,10min headway,10min headway
92,0,0,00 coverage,00 coverage
93,2,2,10min headway,10min headway
94,0,0,00 coverage,00 coverage
95,0,0,00 coverage,00 coverage
96,0,0,00 coverage,00 coverage
97,0,0,00 coverage,00 coverage
98,0,0,00 coverage,00 coverage
99,0,0,00 coverage,00 coverage
100,1,2,05min headway,10min headway
101,0,0,00 coverage,00 coverage
102,0,0,00 coverage,00 coverage
103,1,2,05min headway,10min headway
104,2,2,10min headway,10min headway
105,1,1,05min headway,05min headway
106,2,2,10min headway,10min headway
107,2,2,10min headway,10min headway
108,2,2,10min headway,10min headway
109,2,2,10min headway,10min headway
110,2,2,10min headway,10min headway
111,2,2,10min headway,10min headway
112,1,2,05min headway,10min headway
113,1,2,05min headway,10min headway
114,1,2,05min headway,10min headway
115,3,3,Any,Any
116,1,2,05min headway,10min headway
117,2,2,10min headway,10min headway
118,2,2,10min headway,10min headway
119,2,2,10min headway,10min headway
120,2,2,10min headway,10min headway
121,3,3,Any,Any
122,0,0,00 coverage,00 coverage
123,0,0,00 coverage,00 coverage
124,2,2,10min headway,10min headway
125,2,2,10min headway,10min headway
126,2,2,10min headway,10min headway
127,1,1,05min headway,05min headway
128,2,2,10min headway,10min headway
129,2,2,10min headway,10min headway
130,2,2,10min headway,10min headway
131,2,2,10min headway,10min headway
132,2,2,10min headway,10min headway
133,0,0,00 coverage,00 coverage
134,2,2,10min headway,10min headway
135,0,0,00 coverage,00 coverage
136,3,3,Any,Any
137,2,2,10min headway,10min headway
138,0,0,00 coverage,00 coverage
139,2,2,10min headway,10min headway
140,2,2,10min headway,10min headway
141,1,1,05min headway,05min headway
142,1,1,05min headway,05min headway
143,2,2,10min headway,10min headway
144,2,2,10min headway,10min headway
145,2,2,10min headway,10min headway
146,2,2,10min headway,10min headway
147,0,0,00 coverage,00 coverage
148,3,3,Any,Any
149,3,3,Any,Any
150,3,3,Any,Any
151,3,3,Any,Any
152,3,3,Any,Any
153,0,0,00 coverage,00 coverage
154,1,1,05min headway,05min headway
155,2,2,10min headway,10min headway
156,0,0,00 coverage,00 coverage
157,0,0,00 coverage,00 coverage
158,0,0,00 coverage,00 coverage
159,2,2,10min headway,10min headway
160,2,2,10min headway,10min headway
161,0,0,00 coverage,00 coverage
162,2,2,10min headway,10min headway
163,2,2,10min headway,10min headway
164,2,2,10min headway,10min headway
165,2,2,10min headway,10min headway
166,0,0,00 coverage,00 coverage
167,0,0,00 coverage,00 coverage
168,2,2,10min headway,10min headway
169,0,0,00 coverage,00 coverage
170,0,0,00 coverage,00 coverage
171,0,0,00 coverage,00 coverage
172,2,2,10min headway,10min headway
173,0,0,00 coverage,00 coverage
174,2,2,10min headway,10min headway
175,1,1,05min headway,05min headway
176,0,0,00 coverage,00 coverage
177,2,2,10min headway,10min headway
178,1,1,05min headway,05min headway
179,2,2,10min headway,10min headway
180,0,0,00 coverage,00 coverage
181,0,0,00 coverage,00 coverage
182,2,2,10min headway,10min headway
183,0,0,00 coverage,00 coverage
184,0,0,00 coverage,00 coverage
185,2,2,10min headway,10min headway
186,1,1,05min headway,05min headway
187,1,1,05min headway,05min headway
188,1,1,05min headway,05min headway
189,1,1,05min headway,05min headway
190,1,1,05min headway,05min headway
191,0,0,00 coverage,00 coverage
192,2,2,10min headway,10min headway
193,1,1,05min headway,05min headway
194,1,1,05min headway,05min headway
195,1,2,05min headway,10min headway
196,1,1,05min headway,05min headway
197,1,2,05min headway,10min headway
198,3,3,Any,Any
199,1,2,05min headway,10min headway
200,1,2,05min headway,10min headway
201,1,2,05min headway,10min headway
202,1,2,05min headway,10min headway
203,1,1,05min headway,05min headway
204,1,1,05min headway,05min headway
205,0,0,00 coverage,00 coverage
206,0,0,00 coverage,00 coverage
207,0,0,00 coverage,00 coverage
208,3,3,Any,Any
209,1,1,05min headway,05min headway
210,3,3,Any,Any
211,2,2,10min headway,10min headway
212,2,2,10min headway,10min headway
213,2,2,10min headway,10min headway
214,2,2,10min headway,10min headway
215,2,2,10min headway,10min headway
216,3,3,Any,Any
217,2,2,10min headway,10min headway
218,2,2,10min headway,10min headway
219,2,2,10min headway,10min headway
220,2,2,10min headway,10min headway
221,2,2,10min headway,10min headway
222,2,2,10min headway,10min headway
223,2,2,10min headway,10min headway
224,1,1,05min headway,05min headway
225,1,1,05min headway,05min headway
226,1,2,05min headway,10min headway
227,0,0,00 coverage,00 coverage
228,0,0,00 coverage,00 coverage
229,0,0,00 coverage,00 coverage
230,0,0,00 coverage,00 coverage
231,0,0,00 coverage,00 coverage
232,2,2,10min headway,10min headway
233,0,0,00 coverage,00 coverage
234,0,0,00 coverage,00 coverage
235,2,2,10min headway,10min headway
236,0,0,00 coverage,00 coverage
237,0,0,00 coverage,00 coverage
238,0,0,00 coverage,00 coverage
239,2,2,10min headway,10min headway
240,2,2,10min headway,10min headway
241,1,1,05min headway,05min headway
242,2,2,10min headway,10min headway
243,0,0,00 coverage,00 coverage
244,0,0,00 coverage,00 coverage
245,2,2,10min headway,10min headway
246,2,2,10min headway,10min headway
247,2,2,10min headway,10min headway
248,0,0,00 coverage,00 coverage
249,0,0,00 coverage,00 coverage
250,2,2,10min headway,10min headway
251,0,0,00 coverage,00 coverage
252,0,0,00 coverage,00 coverage
253,2,2,10min headway,10min headway
254,0,0,00 coverage,00 coverage
255,2,2,10min headway,10min headway
256,2,2,10min headway,10min headway
257,2,2,10min headway,10min headway
258,3,3,Any,Any
259,2,2,10min headway,10min headway
260,2,2,10min headway,10min headway
261,2,2,10min headway,10min headway
262,2,2,10min headway,10min headway
263,2,2,10min headway,10min headway
264,2,2,10min headway,10min headway
265,2,2,10min headway,10min headway
266,2,2,10min headway,10min headway
267,2,2,10min headway,10min headway
268,0,0,00 coverage,00 coverage
269,2,2,10min headway,10min headway
270,2,2,10min headway,10min headway
271,0,0,00 coverage,00 coverage
272,0,0,00 coverage,00 coverage
273,0,0,00 coverage,00 coverage
274,0,0,00 coverage,00 coverage
275,2,2,10min headway,10min headway
276,2,2,10min headway,10min headway
277,2,2,10min headway,10min headway
278,0,0,00 coverage,00 coverage
279,3,3,Any,Any
280,2,2,10min headway,10min headway
281,1,2,05min headway,10min headway
282,1,1,05min headway,05min headway
283,1,2,05min headway,10min headway
284,2,2,10min headway,10min headway
285,2,2,10min headway,10min headway
286,2,2,10min headway,10min headway
287,0,0,00 coverage,00 coverage
288,2,2,10min headway,10min headway
289,2,2,10min headway,10min headway
290,0,0,00 coverage,00 coverage
291,2,2,10min headway,10min headway
292,2,2,10min headway,10min headway
293,2,2,10min headway,10min headway
294,2,2,10min headway,10min headway
295,1,1,05min headway,05min headway
296,2,2,10min headway,10min headway
297,1,1,05min headway,05min headway
298,1,1,05min headway,05min headway
299,1,1,05min headway,05min headway
300,1,2,05min headway,10min headway
301,0,0,00 coverage,00 coverage
302,0,0,00 coverage,00 coverage
303,2,2,10min headway,10min headway
304,0,0,00 coverage,00 coverage
305,3,3,Any,Any
306,2,2,10min headway,10min headway
307,0,0,00 coverage,00 coverage
308,1,1,05min headway,05min headway
309,1,1,05min headway,05min headway
310,3,3,Any,Any
311,3,3,Any,Any
312,2,2,10min headway,10min headway
313,2,2,10min headway,10min headway
314,3,3,Any,Any
315,2,2,10min headway,10min headway
316,2,2,10min headway,10min headway
317,2,2,10min headway,10min headway
318,2,2,10min headway,10min headway
319,2,2,10min headway,10min headway
320,0,0,00 coverage,00 coverage
321,1,2,05min headway,10min headway
322,1,1,05min headway,05min headway
323,1,1,05min headway,05min headway
324,1,1,05min headway,05min headway
325,1,1,05min headway,05min headway
326,1,1,05min headway,05min headway
327,1,1,05min headway,05min headway
328,1,1,05min headway,05min headway
329,2,2,10min headway,10min headway
330,2,2,10min headway,10min headway
331,2,2,10min headway,10min headway
332,1,1,05min headway,05min headway
333,1,1,05min headway,05min headway
334,0,0,00 coverage,00 coverage
335,0,0,00 coverage,00 coverage
336,0,0,00 coverage,00 coverage
337,2,2,10min headway,10min headway
338,2,2,10min headway,10min headway
339,0,0,00 coverage,00 coverage
340,0,0,00 coverage,00 coverage
341,0,0,00 coverage,00 coverage
342,3,3,Any,Any
343,2,2,10min headway,10min headway
344,2,2,10min headway,10min headway
345,1,1,05min headway,05min headway
346,1,2,05min headway,10min headway
347,1,2,05min headway,10min headway
348,1,2,05min headway,10min headway
349,2,2,10min headway,10min headway
350,2,2,10min headway,10min headway
351,2,2,10min headway,10min headway
352,2,2,10min headway,10min headway
353,1,1,05min headway,05min headway
354,0,0,00 coverage,00 coverage
355,1,1,05min headway,05min headway
356,1,1,05min headway,05min headway
357,1,1,05min headway,05min headway
358,1,1,05min headway,05min headway
359,3,3,Any,Any
360,2,2,10min headway,10min headway
361,2,2,10min headway,10min headway
362,2,2,10min headway,10min headway
363,2,2,10min headway,10min headway
364,1,1,05min headway,05min headway
365,3,3,Any,Any
366,3,3,Any,Any
367,2,2,10min headway,10min headway
368,1,2,05min headway,10min headway
369,3,3,Any,Any
370,1,1,05min headway,05min headway
371,1,1,05min headway,05min headway
372,0,0,00 coverage,00 coverage
373,0,0,00 coverage,00 coverage
374,2,2,10min headway,10min headway
375,1,1,05min headway,05min headway
376,2,2,10min headway,10min headway
377,2,2,10min headway,10min headway
378,2,2,10min headway,10min headway
379,1,2,05min headway,10min headway
380,2,2,10min headway,10min headway
381,2,2,10min headway,10min headway
382,2,2,10min headway,10min headway
383,0,0,00 coverage,00 coverage
384,2,2,10min headway,10min headway
385,2,2,10min headway,10min headway
386,0,0,00 coverage,00 coverage
387,2,2,10min headway,10min headway
388,0,0,00 coverage,00 coverage
389,2,2,10min headway,10min headway
390,0,0,00 coverage,00 coverage
391,2,2,10min headway,10min headway
392,2,2,10min headway,10min headway
393,2,2,10min headway,10min headway
394,2,2,10min headway,10min headway
395,2,2,10min headway,10min headway
396,2,2,10min headway,10min headway
397,2,2,10min headway,10min headway
398,2,2,10min headway,10min headway
399,1,1,05min headway,05min headway
400,2,2,10min headway,10min headway
401,2,2,10min headway,10min headway
402,1,2,05min headway,10min headway
403,2,2,10min headway,10min headway
404,2,2,10min headway,10min headway
405,2,2,10min headway,10min headway
406,2,2,10min headway,10min headway
407,1,1,05min headway,05min headway
408,1,1,05min headway,05min headway
409,1,1,05min headway,05min headway
410,2,2,10min headway,10min headway
411,2,2,10min headway,10min headway
412,2,2,10min headway,10min headway
413,1,2,05min headway,10min headway
414,1,2,05min headway,10min headway
415,1,1,05min headway,05min headway
416,1,1,05min headway,05min headway
417,2,2,10min headway,10min headway
418,2,2,10min headway,10min headway
419,2,2,10min headway,10min headway
420,0,0,00 coverage,00 coverage
421,2,2,10min headway,10min headway
422,2,2,10min headway,10min headway
423,2,2,10min headway,10min headway
424,2,2,10min headway,10min headway
425,2,2,10min headway,10min headway
426,0,0,00 coverage,00 coverage
427,2,2,10min headway,10min headway
428,0,0,00 coverage,00 coverage
429,0,0,00 coverage,00 coverage
430,0,0,00 coverage,00 coverage
431,2,2,10min headway,10min headway
432,0,0,00 coverage,00 coverage
433,2,2,10min headway,10min headway
434,2,2,10min headway,10min headway
435,2,2,10min headway,10min headway
436,2,2,10min headway,10min headway
437,2,2,10min headway,10min headway
438,2,2,10min headway,10min headway
439,2,2,10min headway,10min headway
440,2,2,10min headway,10min headway
441,1,1,05min headway,05min headway
442,0,0,00 coverage,00 coverage
443,2,2,10min headway,10min headway
444,0,0,00 coverage,00 coverage
445,0,0,00 coverage,00 coverage
446,0,0,00 coverage,00 coverage
447,3,3,Any,Any
448,0,0,00 coverage,00 coverage
449,2,2,10min headway,10min headway
450,1,2,05min headway,10min headway
451,2,2,10min headway,10min headway
452,2,2,10min headway,10min headway
453,2,2,10min headway,10min headway
454,2,2,10min headway,10min headway
455,1,1,05min headway,05min headway
456,1,1,05min headway,05min headway
457,2,2,10min headway,10min headway
458,1,2,05min headway,10min headway
459,2,2,10min headway,10min headway
460,0,0,00 coverage,00 coverage
461,0,0,00 coverage,00 coverage
462,0,0,00 coverage,00 coverage
463,0,0,00 coverage,00 coverage
464,2,2,10min headway,10min headway
465,2,2,10min headway,10min headway
466,1,1,05min headway,05min headway
467,1,1,05min headway,05min headway
468,1,1,05min headway,05min headway
469,1,1,05min headway,05min headway
470,1,2,05min headway,10min headway
471,1,2,05min headway,10min headway
472,2,2,10min headway,10min headway
473,0,0,00 coverage,00 coverage
474,0,0,00 coverage,00 coverage
475,2,2,10min headway,10min headway
476,0,0,00 coverage,00 coverage
477,1,1,05min headway,05min headway
478,1,1,05min headway,05min headway
479,2,2,10min headway,10min headway
480,1,1,05min headway,05min headway
481,1,1,05min headway,05min headway
482,1,1,05min headway,05min headway
483,2,2,10min headway,10min headway
484,0,0,00 coverage,00 coverage
485,2,2,10min headway,10min headway
486,3,3,Any,Any
487,2,2,10min headway,10min headway
488,2,2,10min headway,10min headway
489,2,2,10min headway,10min headway
490,3,3,Any,Any
491,3,3,Any,Any
492,2,2,10min headway,10min headway
493,3,3,Any,Any
494,2,2,10min headway,10min headway
495,2,2,10min headway,10min headway
496,3,3,Any,Any
497,0,0,00 coverage,00 coverage
498,2,2,10min headway,10min headway
499,1,1,05min headway,05min headway
500,2,2,10min headway,10min headway
501,2,2,10min headway,10min headway
502,3,3,Any,Any
503,2,2,10min headway,10min headway
504,3,3,Any,Any
505,2,2,10min headway,10min headway
506,2,2,10min headway,10min headway
507,1,1,05min headway,05min headway
508,2,2,10min headway,10min headway
509,2,2,10min headway,10min headway
510,1,1,05min headway,05min headway
511,2,2,10min headway,10min headway
512,1,1,05min headway,05min headway
513,2,2,10min headway,10min headway
514,2,2,10min headway,10min headway
515,2,2,10min headway,10min headway
516,0,0,00 coverage,00 coverage
517,2,2,10min headway,10min headway
518,2,2,10min headway,10min headway
519,2,2,10min headway,10min headway
520,0,0,00 coverage,00 coverage
521,2,2,10min headway,10min headway
522,2,2,10min headway,10min headway
523,2,2,10min headway,10min headway
524,2,2,10min headway,10min headway
525,2,2,10min headway,10min headway
526,2,2,10min headway,10min headway
527,2,2,10min headway,10min headway
528,2,2,10min headway,10min headway
529,2,2,10min headway,10min headway
530,3,3,Any,Any
531,0,0,00 coverage,00 coverage
532,2,2,10min headway,10min headway
533,2,2,10min headway,10min headway
534,2,2,10min headway,10min headway
535,1,1,05min headway,05min headway
536,0,0,00 coverage,00 coverage
537,2,2,10min headway,10min headway
538,2,2,10min headway,10min headway
539,1,2,05min headway,10min headway
540,1,1,05min headway,05min headway
541,1,1,05min headway,05min headway
542,3,3,Any,Any
543,3,3,Any,Any
544,3,3,Any,Any
545,2,2,10min headway,10min headway
546,1,1,05min headway,05min headway
547,2,2,10min headway,10min headway
548,2,2,10min headway,10min headway
549,1,1,05min headway,05min headway
550,1,1,05min headway,05min headway
551,1,1,05min headway,05min headway
552,1,1,05min headway,05min headway
553,3,3,Any,Any
554,1,2,05min headway,10min headway
555,2,2,10min headway,10min headway
556,2,2,10min headway,10min headway
557,1,1,05min headway,05min headway
558,2,2,10min headway,10min headway
559,1,1,05min headway,05min headway
560,1,1,05min headway,05min headway
561,1,1,05min headway,05min headway
562,1,1,05min headway,05min headway
563,2,2,10min headway,10min headway
564,2,2,10min headway,10min headway
565,2,2,10min headway,10min headway
566,2,2,10min headway,10min headway
567,2,2,10min headway,10min headway
568,2,2,10min headway,10min headway
569,2,2,10min headway,10min headway
570,1,2,05min headway,10min headway
571,1,2,05min headway,10min headway
572,1,2,05min headway,10min headway
573,1,2,05min headway,10min headway
574,2,2,10min headway,10min headway
575,3,3,Any,Any
576,1,1,05min headway,05min headway
577,2,2,10min headway,10min headway
578,2,2,10min headway,10min headway
579,2,2,10min headway,10min headway
580,2,2,10min headway,10min headway
581,2,2,10min headway,10min headway
582,2,2,10min headway,10min headway
583,2,2,10min headway,10min headway
584,2,2,10min headway,10min headway
585,2,2,10min headway,10min headway
586,2,2,10min headway,10min headway
587,0,0,00 coverage,00 coverage
588,1,1,05min headway,05min headway
589,1,2,05min headway,10min headway
590,0,0,00 coverage,00 coverage
591,3,3,Any,Any
592,3,3,Any,Any
593,2,2,10min headway,10min headway
594,2,2,10min headway,10min headway
595,0,0,00 coverage,00 coverage
596,3,3,Any,Any
597,2,2,10min headway,10min headway
598,2,2,10min headway,10min headway
599,1,1,05min headway,05min headway
600,2,2,10min headway,10min headway
601,2,2,10min headway,10min headway
602,2,2,10min headway,10min headway
603,2,2,10min headway,10min headway
604,2,2,10min headway,10min headway
605,2,2,10min headway,10min headway
606,2,2,10min headway,10min headway
607,2,2,10min headway,10min headway
608,2,2,10min headway,10min headway
609,2,2,10min headway,10min headway
610,2,2,10min headway,10min headway
611,2,2,10min headway,10min headway
612,2,2,10min headway,10min headway
613,2,2,10min headway,10min headway
614,2,2,10min headway,10min headway
615,2,2,10min headway,10min headway
616,2,2,10min headway,10min headway
617,2,2,10min headway,10min headway
618,2,2,10min headway,10min headway
619,2,2,10min headway,10min headway
620,2,2,10min headway,10min headway
621,3,3,Any,Any
622,2,2,10min headway,10min headway
623,2,2,10min headway,10min headway
624,2,2,10min headway,10min headway
625,3,3,Any,Any
626,3,3,Any,Any
627,1,1,05min headway,05min headway
628,1,1,05min headway,05min headway
629,2,2,10min headway,10min headway
630,2,2,10min headway,10min headway
631,1,1,05min headway,05min headway
632,2,2,10min headway,10min headway
633,2,2,10min headway,10min headway
634,2,2,10min headway,10min headway
635,2,2,10min headway,10min headway
636,2,2,10min headway,10min headway
637,1,1,05min headway,05min headway
638,1,1,05min headway,05min headway
639,3,3,Any,Any
640,1,1,05min headway,05min headway
641,2,2,10min headway,10min headway
642,3,3,Any,Any
643,2,2,10min headway,10min headway
644,2,2,10min headway,10min headway
645,1,1,05min headway,05min headway
646,1,1,05min headway,05min headway
647,0,0,00 coverage,00 coverage
648,0,0,00 coverage,00 coverage
649,2,2,10min headway,10min headway
650,2,2,10min headway,10min headway
651,0,0,00 coverage,00 coverage
652,2,2,10min headway,10min headway
653,2,2,10min headway,10min headway
654,2,2,10min headway,10min headway
655,2,2,10min headway,10min headway
656,3,3,Any,Any
657,2,2,10min headway,10min headway
658,3,3,Any,Any
659,3,3,Any,Any
660,2,2,10min headway,10min headway
661,2,2,10min headway,10min headway
662,2,2,10min headway,10min headway
663,2,2,10min headway,10min headway
664,3,3,Any,Any
665,2,2,10min headway,10min headway
666,2,2,10min headway,10min headway
667,2,2,10min headway,10min headway
668,2,2,10min headway,10min headway
669,2,2,10min headway,10min headway
670,2,2,10min headway,10min headway
671,2,2,10min headway,10min headway
672,2,2,10min headway,10min headway
673,2,2,10min headway,10min headway
674,2,2,10min headway,10min headway
675,1,1,05min headway,05min headway
676,1,1,05min headway,05min headway
677,1,1,05min headway,05min headway
678,1,1,05min headway,05min headway
679,1,1,05min headway,05min headway
680,2,2,10min headway,10min headway
681,2,2,10min headway,10min headway
682,2,2,10min headway,10min headway
683,1,1,05min headway,05min headway
684,1,1,05min headway,05min headway
685,1,1,05min headway,05min headway
686,1,1,05min headway,05min headway
687,1,1,05min headway,05min headway
688,1,1,05min headway,05min headway
689,1,1,05min headway,05min headway
690,1,1,05min headway,05min headway
691,1,1,05min headway,05min headway
692,1,1,05min headway,05min headway
693,2,2,10min headway,10min headway
694,0,0,00 coverage,00 coverage
695,2,2,10min headway,10min headway
696,2,2,10min headway,10min headway
697,2,2,10min headway,10min headway
698,2,2,10min headway,10min headway
699,2,2,10min headway,10min headway
700,0,0,00 coverage,00 coverage
701,2,2,10min headway,10min headway
702,2,2,10min headway,10min headway
703,2,2,10min headway,10min headway
704,2,2,10min headway,10min headway
705,2,2,10min headway,10min headway
706,1,1,05min headway,05min headway
707,1,1,05min headway,05min headway
708,3,3,Any,Any
709,2,2,10min headway,10min headway
710,1,1,05min headway,05min headway
711,2,2,10min headway,10min headway
712,1,1,05min headway,05min headway
713,1,1,05min headway,05min headway
714,1,1,05min headway,05min headway
715,1,1,05min headway,05min headway
716,1,1,05min headway,05min headway
717,1,1,05min headway,05min headway
718,1,1,05min headway,05min headway
719,1,1,05min headway,05min headway
720,2,2,10min headway,10min headway
721,1,2,05min headway,10min headway
722,0,0,00 coverage,00 coverage
723,0,0,00 coverage,00 coverage
724,0,0,00 coverage,00 coverage
725,1,1,05min headway,05min headway
726,1,1,05min headway,05min headway
727,1,1,05min headway,05min headway
728,1,1,05min headway,05min headway
729,2,2,10min headway,10min headway
730,1,2,05min headway,10min headway
731,1,1,05min headway,05min headway
732,1,1,05min headway,05min headway
733,1,1,05min headway,05min headway
734,2,2,10min headway,10min headway
735,2,2,10min headway,10min headway
736,2,2,10min headway,10min headway
737,2,2,10min headway,10min headway
738,2,2,10min headway,10min headway
739,2,2,10min headway,10min headway
740,2,2,10min headway,10min headway
741,2,2,10min headway,10min headway
742,2,2,10min headway,10min headway
743,2,2,10min headway,10min headway
744,2,2,10min headway,10min headway
745,2,2,10min headway,10min headway
746,2,2,10min headway,10min headway
747,2,2,10min headway,10min headway
748,2,2,10min headway,10min headway
749,2,2,10min headway,10min headway
750,2,2,10min headway,10min headway
751,1,2,05min headway,10min headway
752,2,2,10min headway,10min headway
753,2,2,10min headway,10min headway
754,3,3,Any,Any
755,2,2,10min headway,10min headway
756,2,2,10min headway,10min headway
757,2,2,10min headway,10min headway
758,1,1,05min headway,05min headway
759,1,1,05min headway,05min headway
760,0,0,00 coverage,00 coverage
761,0,0,00 coverage,00 coverage
762,0,0,00 coverage,00 coverage
763,2,2,10min headway,10min headway
764,0,0,00 coverage,00 coverage
765,0,0,00 coverage,00 coverage
766,0,0,00 coverage,00 coverage
767,2,2,10min headway,10min headway
768,0,0,00 coverage,00 coverage
769,3,3,Any,Any
770,1,2,05min headway,10min headway
771,1,2,05min headway,10min headway
772,1,1,05min headway,05min headway
773,2,2,10min headway,10min headway
774,3,3,Any,Any
775,1,2,05min headway,10min headway
776,2,2,10min headway,10min headway
777,1,2,05min headway,10min headway
778,1,2,05min headway,10min headway
779,1,1,05min headway,05min headway
780,1,1,05min headway,05min headway
781,1,1,05min headway,05min headway
782,1,1,05min headway,05min headway
783,1,1,05min headway,05min headway
784,2,2,10min headway,10min headway
785,2,2,10min headway,10min headway
786,2,2,10min headway,10min headway
787,2,2,10min headway,10min headway
788,2,2,10min headway,10min headway
789,2,2,10min headway,10min headway
790,2,2,10min headway,10min headway
791,2,2,10min headway,10min headway
792,2,2,10min headway,10min headway
793,2,2,10min headway,10min headway
794,0,0,00 coverage,00 coverage
795,1,1,05min headway,05min headway
796,1,1,05min headway,05min headway
797,2,2,10min headway,10min headway
798,2,2,10min headway,10min headway
799,0,0,00 coverage,00 coverage
800,0,0,00 coverage,00 coverage
801,0,0,00 coverage,00 coverage
802,0,0,00 coverage,00 coverage
803,0,0,00 coverage,00 coverage
804,2,2,10min headway,10min headway
805,0,0,00 coverage,00 coverage
806,0,0,00 coverage,00 coverage
807,2,2,10min headway,10min headway
808,2,2,10min headway,10min headway
809,2,2,10min headway,10min headway
810,1,1,05min headway,05min headway
811,1,1,05min headway,05min headway
812,2,2,10min headway,10min headway
813,2,2,10min headway,10min headway
814,0,0,00 coverage,00 coverage
815,2,2,10min headway,10min headway
816,1,1,05min headway,05min headway
817,2,2,10min headway,10min headway
818,2,2,10min headway,10min headway
819,0,0,00 coverage,00 coverage
820,2,2,10min headway,10min headway
821,0,0,00 coverage,00 coverage
822,2,2,10min headway,10min headway
823,0,0,00 coverage,00 coverage
824,2,2,10min headway,10min headway
825,2,2,10min headway,10min headway
826,2,2,10min headway,10min headway
827,2,2,10min headway,10min headway
828,1,1,05min headway,05min headway
829,1,1,05min headway,05min headway
830,3,3,Any,Any
831,2,2,10min headway,10min headway
832,2,2,10min headway,10min headway
833,3,3,Any,Any
834,2,2,10min headway,10min headway
835,0,0,00 coverage,00 coverage
836,2,2,10min headway,10min headway
837,0,0,00 coverage,00 coverage
838,0,0,00 coverage,00 coverage
839,0,0,00 coverage,00 coverage
840,2,2,10min headway,10min headway
841,2,2,10min headway,10min headway
842,2,2,10min headway,10min headway
843,2,2,10min headway,10min headway
844,2,2,10min headway,10min headway
845,2,2,10min headway,10min headway
846,2,2,10min headway,10min headway
847,3,3,Any,Any
848,2,2,10min headway,10min headway
849,2,2,10min headway,10min headway
850,2,2,10min headway,10min headway
851,1,1,05min headway,05min headway
852,2,2,10min headway,10min headway
853,2,2,10min headway,10min headway
854,1,2,05min headway,10min headway
855,2,2,10min headway,10min headway
856,1,2,05min headway,10min headway
857,2,2,10min headway,10min headway
858,3,3,Any,Any
859,1,1,05min headway,05min headway
860,1,1,05min headway,05min headway
861,2,2,10min headway,10min headway
862,2,2,10min headway,10min headway
863,2,2,10min headway,10min headway
864,1,2,05min headway,10min headway
865,2,2,10min headway,10min headway
866,2,2,10min headway,10min headway
867,2,2,10min headway,10min headway
868,2,2,10min headway,10min headway
