MAZID,Code_AM,Code_PM,Coverage_AM,Coverage_PM
1703,2,2,10min headway,10min headway
1704,2,2,10min headway,10min headway
1705,2,2,10min headway,10min headway
1706,2,2,10min headway,10min headway
1707,2,2,10min headway,10min headway
1708,2,2,10min headway,10min headway
1709,2,2,10min headway,10min headway
1710,2,2,10min headway,10min headway
1711,2,2,10min headway,10min headway
1712,2,2,10min headway,10min headway
1713,3,3,Any,Any
1714,1,1,05min headway,05min headway
1715,1,2,05min headway,10min headway
1716,2,2,10min headway,10min headway
1717,3,3,Any,Any
1718,2,2,10min headway,10min headway
1719,2,2,10min headway,10min headway
1720,2,2,10min headway,10min headway
1721,3,3,Any,Any
1722,1,2,05min headway,10min headway
1723,1,2,05min headway,10min headway
1724,1,2,05min headway,10min headway
1725,1,1,05min headway,05min headway
1726,2,2,10min headway,10min headway
1727,2,2,10min headway,10min headway
1728,0,0,00 coverage,00 coverage
1729,0,0,00 coverage,00 coverage
1730,0,0,00 coverage,00 coverage
1731,0,0,00 coverage,00 coverage
1732,3,3,Any,Any
1733,3,3,Any,Any
1734,3,3,Any,Any
1735,2,2,10min headway,10min headway
1736,0,0,00 coverage,00 coverage
1737,1,1,05min headway,05min headway
1738,2,2,10min headway,10min headway
1739,1,1,05min headway,05min headway
1740,2,2,10min headway,10min headway
1741,2,2,10min headway,10min headway
1742,2,2,10min headway,10min headway
1743,0,0,00 coverage,00 coverage
1744,2,2,10min headway,10min headway
1745,2,2,10min headway,10min headway
1746,2,2,10min headway,10min headway
1747,0,0,00 coverage,00 coverage
1748,2,2,10min headway,10min headway
1749,2,2,10min headway,10min headway
1750,2,2,10min headway,10min headway
1751,0,0,00 coverage,00 coverage
1752,2,2,10min headway,10min headway
1753,2,2,10min headway,10min headway
1754,2,2,10min headway,10min headway
1755,0,0,00 coverage,00 coverage
1756,0,0,00 coverage,00 coverage
1757,2,2,10min headway,10min headway
1758,0,0,00 coverage,00 coverage
1759,0,0,00 coverage,00 coverage
1760,2,2,10min headway,10min headway
1761,2,2,10min headway,10min headway
1762,1,1,05min headway,05min headway
1763,1,1,05min headway,05min headway
1764,3,3,Any,Any
1765,3,3,Any,Any
1766,3,3,Any,Any
1767,2,2,10min headway,10min headway
1768,2,2,10min headway,10min headway
1769,1,1,05min headway,05min headway
1770,1,1,05min headway,05min headway
1771,1,1,05min headway,05min headway
1772,1,1,05min headway,05min headway
1773,1,1,05min headway,05min headway
1774,1,1,05min headway,05min headway
1775,1,1,05min headway,05min headway
1776,1,1,05min headway,05min headway
1777,2,2,10min headway,10min headway
1778,0,0,00 coverage,00 coverage
1779,0,0,00 coverage,00 coverage
1780,0,0,00 coverage,00 coverage
1781,2,2,10min headway,10min headway
1782,0,0,00 coverage,00 coverage
1783,0,0,00 coverage,00 coverage
1784,0,0,00 coverage,00 coverage
1785,0,0,00 coverage,00 coverage
1786,2,2,10min headway,10min headway
1787,2,2,10min headway,10min headway
1788,2,2,10min headway,10min headway
1789,2,2,10min headway,10min headway
1790,2,2,10min headway,10min headway
1791,0,0,00 coverage,00 coverage
1792,0,0,00 coverage,00 coverage
1793,2,2,10min headway,10min headway
1794,0,0,00 coverage,00 coverage
1795,2,2,10min headway,10min headway
1796,2,2,10min headway,10min headway
1797,0,0,00 coverage,00 coverage
1798,2,2,10min headway,10min headway
1799,2,2,10min headway,10min headway
1800,2,2,10min headway,10min headway
1801,2,2,10min headway,10min headway
1802,1,1,05min headway,05min headway
1803,2,3,10min headway,Any
1804,1,1,05min headway,05min headway
1805,1,1,05min headway,05min headway
1806,1,1,05min headway,05min headway
1807,1,1,05min headway,05min headway
1808,2,2,10min headway,10min headway
1809,2,2,10min headway,10min headway
1810,3,3,Any,Any
1811,2,2,10min headway,10min headway
1812,2,2,10min headway,10min headway
1813,2,2,10min headway,10min headway
1814,2,2,10min headway,10min headway
1815,3,3,Any,Any
1816,3,3,Any,Any
1817,3,3,Any,Any
1818,3,3,Any,Any
1819,2,2,10min headway,10min headway
1820,2,2,10min headway,10min headway
1821,0,0,00 coverage,00 coverage
1822,0,0,00 coverage,00 coverage
1823,0,0,00 coverage,00 coverage
1824,2,2,10min headway,10min headway
1825,0,0,00 coverage,00 coverage
1826,0,0,00 coverage,00 coverage
1827,0,0,00 coverage,00 coverage
1828,2,2,10min headway,10min headway
1829,2,2,10min headway,10min headway
1830,0,0,00 coverage,00 coverage
1831,0,0,00 coverage,00 coverage
1832,2,2,10min headway,10min headway
1833,2,2,10min headway,10min headway
1834,1,2,05min headway,10min headway
1835,1,2,05min headway,10min headway
1836,2,2,10min headway,10min headway
1837,3,2,Any,10min headway
1838,1,1,05min headway,05min headway
1839,1,1,05min headway,05min headway
1840,2,2,10min headway,10min headway
1841,3,3,Any,Any
1842,0,0,00 coverage,00 coverage
1843,2,2,10min headway,10min headway
1844,3,3,Any,Any
1845,2,2,10min headway,10min headway
1846,0,0,00 coverage,00 coverage
1847,2,2,10min headway,10min headway
1848,2,2,10min headway,10min headway
1849,1,1,05min headway,05min headway
1850,2,2,10min headway,10min headway
1851,3,3,Any,Any
1852,3,3,Any,Any
1853,1,1,05min headway,05min headway
1854,2,2,10min headway,10min headway
1855,3,3,Any,Any
1856,2,2,10min headway,10min headway
1857,0,0,00 coverage,00 coverage
1858,2,2,10min headway,10min headway
1859,2,2,10min headway,10min headway
1860,2,2,10min headway,10min headway
1861,0,0,00 coverage,00 coverage
1862,0,0,00 coverage,00 coverage
1863,2,2,10min headway,10min headway
1864,2,2,10min headway,10min headway
1865,1,1,05min headway,05min headway
1866,1,2,05min headway,10min headway
1867,3,3,Any,Any
1868,2,2,10min headway,10min headway
1869,2,2,10min headway,10min headway
1870,3,3,Any,Any
1871,2,2,10min headway,10min headway
1872,2,2,10min headway,10min headway
1873,1,1,05min headway,05min headway
1874,2,2,10min headway,10min headway
1875,1,1,05min headway,05min headway
1876,0,0,00 coverage,00 coverage
1877,3,3,Any,Any
1878,2,2,10min headway,10min headway
1879,3,3,Any,Any
1880,2,2,10min headway,10min headway
1881,2,2,10min headway,10min headway
1882,1,1,05min headway,05min headway
1883,2,2,10min headway,10min headway
1884,3,3,Any,Any
1885,1,1,05min headway,05min headway
1886,2,2,10min headway,10min headway
1887,2,2,10min headway,10min headway
1888,1,1,05min headway,05min headway
1889,2,2,10min headway,10min headway
1890,0,0,00 coverage,00 coverage
1891,1,2,05min headway,10min headway
1892,2,2,10min headway,10min headway
1893,2,2,10min headway,10min headway
1894,2,2,10min headway,10min headway
1895,1,1,05min headway,05min headway
1896,1,1,05min headway,05min headway
1897,2,2,10min headway,10min headway
1898,3,3,Any,Any
1899,3,3,Any,Any
1900,2,2,10min headway,10min headway
1901,2,2,10min headway,10min headway
1902,2,2,10min headway,10min headway
1903,2,2,10min headway,10min headway
1904,2,2,10min headway,10min headway
1905,2,2,10min headway,10min headway
1906,2,2,10min headway,10min headway
1907,2,2,10min headway,10min headway
1908,2,2,10min headway,10min headway
1909,2,2,10min headway,10min headway
1910,3,3,Any,Any
1911,3,3,Any,Any
1912,3,3,Any,Any
1913,3,3,Any,Any
1914,1,1,05min headway,05min headway
1915,3,3,Any,Any
1916,2,2,10min headway,10min headway
1917,1,1,05min headway,05min headway
1918,2,2,10min headway,10min headway
1919,2,2,10min headway,10min headway
1920,2,2,10min headway,10min headway
1921,3,3,Any,Any
1922,0,0,00 coverage,00 coverage
1923,0,0,00 coverage,00 coverage
1924,2,2,10min headway,10min headway
1925,2,2,10min headway,10min headway
1926,2,2,10min headway,10min headway
1927,2,2,10min headway,10min headway
1928,2,2,10min headway,10min headway
1929,2,2,10min headway,10min headway
1930,2,2,10min headway,10min headway
1931,1,2,05min headway,10min headway
1932,2,2,10min headway,10min headway
1933,1,1,05min headway,05min headway
1934,1,1,05min headway,05min headway
1935,3,3,Any,Any
1936,2,2,10min headway,10min headway
1937,3,3,Any,Any
1938,3,3,Any,Any
1939,0,0,00 coverage,00 coverage
1940,0,0,00 coverage,00 coverage
1941,2,2,10min headway,10min headway
1942,1,1,05min headway,05min headway
1943,1,1,05min headway,05min headway
1944,2,2,10min headway,10min headway
1945,2,2,10min headway,10min headway
1946,2,2,10min headway,10min headway
1947,1,1,05min headway,05min headway
1948,2,2,10min headway,10min headway
1949,2,2,10min headway,10min headway
1950,1,1,05min headway,05min headway
1951,0,0,00 coverage,00 coverage
1952,0,0,00 coverage,00 coverage
1953,0,0,00 coverage,00 coverage
1954,0,0,00 coverage,00 coverage
1955,0,0,00 coverage,00 coverage
1956,2,2,10min headway,10min headway
1957,2,2,10min headway,10min headway
1958,2,2,10min headway,10min headway
1959,0,0,00 coverage,00 coverage
1960,2,2,10min headway,10min headway
1961,1,2,05min headway,10min headway
1962,1,2,05min headway,10min headway
1963,1,1,05min headway,05min headway
1964,1,2,05min headway,10min headway
1965,2,2,10min headway,10min headway
1966,2,2,10min headway,10min headway
1967,0,0,00 coverage,00 coverage
1968,1,2,05min headway,10min headway
1969,1,2,05min headway,10min headway
1970,1,2,05min headway,10min headway
1971,2,2,10min headway,10min headway
1972,2,2,10min headway,10min headway
1973,2,2,10min headway,10min headway
1974,2,2,10min headway,10min headway
1975,2,2,10min headway,10min headway
1976,0,0,00 coverage,00 coverage
1977,0,0,00 coverage,00 coverage
1978,3,3,Any,Any
1979,2,2,10min headway,10min headway
1980,1,1,05min headway,05min headway
1981,1,1,05min headway,05min headway
1982,1,1,05min headway,05min headway
1983,1,1,05min headway,05min headway
1984,1,1,05min headway,05min headway
1985,2,2,10min headway,10min headway
1986,1,1,05min headway,05min headway
1987,3,3,Any,Any
1988,2,2,10min headway,10min headway
1989,2,2,10min headway,10min headway
1990,0,0,00 coverage,00 coverage
1991,1,1,05min headway,05min headway
1992,1,1,05min headway,05min headway
1993,1,2,05min headway,10min headway
1994,2,2,10min headway,10min headway
1995,3,3,Any,Any
1996,0,0,00 coverage,00 coverage
1997,2,2,10min headway,10min headway
1998,2,2,10min headway,10min headway
1999,2,2,10min headway,10min headway
2000,0,0,00 coverage,00 coverage
2001,1,2,05min headway,10min headway
2002,2,2,10min headway,10min headway
2003,2,2,10min headway,10min headway
2004,2,2,10min headway,10min headway
2005,0,0,00 coverage,00 coverage
2006,2,2,10min headway,10min headway
2007,2,2,10min headway,10min headway
2008,1,1,05min headway,05min headway
2009,3,3,Any,Any
2010,2,2,10min headway,10min headway
2011,2,2,10min headway,10min headway
2012,2,2,10min headway,10min headway
2013,3,3,Any,Any
2014,3,3,Any,Any
2015,2,2,10min headway,10min headway
2016,2,2,10min headway,10min headway
2017,2,2,10min headway,10min headway
2018,2,2,10min headway,10min headway
2019,2,2,10min headway,10min headway
2020,0,0,00 coverage,00 coverage
2021,0,0,00 coverage,00 coverage
2022,0,0,00 coverage,00 coverage
2023,2,2,10min headway,10min headway
2024,1,1,05min headway,05min headway
2025,1,1,05min headway,05min headway
2026,1,1,05min headway,05min headway
2027,2,2,10min headway,10min headway
2028,1,1,05min headway,05min headway
2029,1,1,05min headway,05min headway
2030,1,1,05min headway,05min headway
2031,1,1,05min headway,05min headway
2032,2,2,10min headway,10min headway
2033,2,2,10min headway,10min headway
2034,1,1,05min headway,05min headway
2035,2,2,10min headway,10min headway
2036,2,2,10min headway,10min headway
2037,0,0,00 coverage,00 coverage
2038,3,3,Any,Any
2039,0,0,00 coverage,00 coverage
2040,0,0,00 coverage,00 coverage
2041,2,2,10min headway,10min headway
2042,0,0,00 coverage,00 coverage
2043,0,0,00 coverage,00 coverage
2044,2,2,10min headway,10min headway
2045,2,2,10min headway,10min headway
2046,2,2,10min headway,10min headway
2047,2,2,10min headway,10min headway
2048,3,3,Any,Any
2049,1,2,05min headway,10min headway
2050,2,2,10min headway,10min headway
2051,2,2,10min headway,10min headway
2052,3,3,Any,Any
2053,0,0,00 coverage,00 coverage
2054,0,0,00 coverage,00 coverage
2055,1,1,05min headway,05min headway
2056,0,0,00 coverage,00 coverage
2057,1,1,05min headway,05min headway
2058,3,3,Any,Any
2059,3,3,Any,Any
2060,2,2,10min headway,10min headway
2061,2,2,10min headway,10min headway
2062,2,2,10min headway,10min headway
2063,3,3,Any,Any
2064,0,0,00 coverage,00 coverage
2065,0,0,00 coverage,00 coverage
2066,2,2,10min headway,10min headway
2067,2,2,10min headway,10min headway
2068,0,0,00 coverage,00 coverage
2069,0,0,00 coverage,00 coverage
2070,0,0,00 coverage,00 coverage
2071,0,0,00 coverage,00 coverage
2072,0,0,00 coverage,00 coverage
2073,0,0,00 coverage,00 coverage
2074,0,0,00 coverage,00 coverage
2075,0,0,00 coverage,00 coverage
2076,0,0,00 coverage,00 coverage
2077,0,0,00 coverage,00 coverage
2078,0,0,00 coverage,00 coverage
2079,2,2,10min headway,10min headway
2080,1,2,05min headway,10min headway
2081,1,1,05min headway,05min headway
2082,2,2,10min headway,10min headway
2083,2,2,10min headway,10min headway
2084,3,3,Any,Any
2085,2,2,10min headway,10min headway
2086,2,2,10min headway,10min headway
2087,1,1,05min headway,05min headway
2088,1,1,05min headway,05min headway
2089,1,1,05min headway,05min headway
2090,1,1,05min headway,05min headway
2091,1,1,05min headway,05min headway
2092,1,1,05min headway,05min headway
2093,1,1,05min headway,05min headway
2094,1,1,05min headway,05min headway
2095,1,1,05min headway,05min headway
2096,2,2,10min headway,10min headway
2097,0,0,00 coverage,00 coverage
2098,0,0,00 coverage,00 coverage
2099,2,2,10min headway,10min headway
2100,1,1,05min headway,05min headway
2101,1,2,05min headway,10min headway
2102,1,1,05min headway,05min headway
2103,1,1,05min headway,05min headway
2104,3,3,Any,Any
2105,3,3,Any,Any
2106,2,2,10min headway,10min headway
2107,2,2,10min headway,10min headway
2108,2,2,10min headway,10min headway
2109,2,2,10min headway,10min headway
2110,2,2,10min headway,10min headway
2111,2,2,10min headway,10min headway
2112,2,2,10min headway,10min headway
2113,1,1,05min headway,05min headway
2114,0,0,00 coverage,00 coverage
2115,2,2,10min headway,10min headway
2116,0,0,00 coverage,00 coverage
2117,0,0,00 coverage,00 coverage
2118,2,2,10min headway,10min headway
2119,2,2,10min headway,10min headway
2120,2,2,10min headway,10min headway
2121,1,1,05min headway,05min headway
2122,1,1,05min headway,05min headway
2123,1,1,05min headway,05min headway
2124,1,2,05min headway,10min headway
2125,1,1,05min headway,05min headway
2126,3,3,Any,Any
2127,3,3,Any,Any
2128,2,2,10min headway,10min headway
2129,2,2,10min headway,10min headway
2130,2,2,10min headway,10min headway
2131,2,2,10min headway,10min headway
2132,2,2,10min headway,10min headway
2133,1,1,05min headway,05min headway
2134,1,1,05min headway,05min headway
2135,2,2,10min headway,10min headway
2136,2,2,10min headway,10min headway
2137,2,2,10min headway,10min headway
2138,2,2,10min headway,10min headway
2139,2,2,10min headway,10min headway
2140,2,2,10min headway,10min headway
2141,2,2,10min headway,10min headway
2142,2,2,10min headway,10min headway
2143,2,2,10min headway,10min headway
2144,2,2,10min headway,10min headway
2145,2,2,10min headway,10min headway
2146,2,2,10min headway,10min headway
2147,0,0,00 coverage,00 coverage
2148,0,0,00 coverage,00 coverage
2149,2,2,10min headway,10min headway
2150,2,2,10min headway,10min headway
2151,2,2,10min headway,10min headway
2152,2,2,10min headway,10min headway
2153,3,3,Any,Any
2154,0,0,00 coverage,00 coverage
2155,0,0,00 coverage,00 coverage
2156,2,2,10min headway,10min headway
2157,0,0,00 coverage,00 coverage
2158,2,2,10min headway,10min headway
2159,0,0,00 coverage,00 coverage
2160,2,2,10min headway,10min headway
2161,2,2,10min headway,10min headway
2162,3,3,Any,Any
2163,1,1,05min headway,05min headway
2164,2,2,10min headway,10min headway
2165,1,1,05min headway,05min headway
2166,1,1,05min headway,05min headway
2167,1,1,05min headway,05min headway
2168,2,2,10min headway,10min headway
2169,0,0,00 coverage,00 coverage
2170,2,2,10min headway,10min headway
2171,0,0,00 coverage,00 coverage
2172,2,2,10min headway,10min headway
2173,3,3,Any,Any
2174,2,2,10min headway,10min headway
2175,2,2,10min headway,10min headway
2176,1,1,05min headway,05min headway
2177,1,1,05min headway,05min headway
2178,1,1,05min headway,05min headway
2179,2,2,10min headway,10min headway
2180,2,2,10min headway,10min headway
2181,2,2,10min headway,10min headway
2182,2,2,10min headway,10min headway
2183,2,2,10min headway,10min headway
2184,2,2,10min headway,10min headway
2185,2,2,10min headway,10min headway
2186,2,2,10min headway,10min headway
2187,2,2,10min headway,10min headway
2188,2,2,10min headway,10min headway
2189,2,2,10min headway,10min headway
2190,2,2,10min headway,10min headway
2191,2,2,10min headway,10min headway
2192,2,2,10min headway,10min headway
2193,0,0,00 coverage,00 coverage
2194,0,0,00 coverage,00 coverage
2195,2,2,10min headway,10min headway
2196,2,2,10min headway,10min headway
2197,2,2,10min headway,10min headway
2198,2,2,10min headway,10min headway
2199,2,2,10min headway,10min headway
2200,2,2,10min headway,10min headway
2201,0,0,00 coverage,00 coverage
2202,2,2,10min headway,10min headway
2203,2,2,10min headway,10min headway
2204,2,2,10min headway,10min headway
2205,3,3,Any,Any
2206,2,2,10min headway,10min headway
2207,3,3,Any,Any
2208,2,2,10min headway,10min headway
2209,2,2,10min headway,10min headway
2210,3,3,Any,Any
2211,2,2,10min headway,10min headway
2212,2,2,10min headway,10min headway
2213,0,0,00 coverage,00 coverage
2214,2,2,10min headway,10min headway
2215,2,2,10min headway,10min headway
2216,2,2,10min headway,10min headway
2217,2,2,10min headway,10min headway
2218,0,0,00 coverage,00 coverage
2219,1,1,05min headway,05min headway
2220,1,1,05min headway,05min headway
2221,1,1,05min headway,05min headway
2222,2,2,10min headway,10min headway
2223,1,1,05min headway,05min headway
2224,1,1,05min headway,05min headway
2225,2,2,10min headway,10min headway
2226,1,2,05min headway,10min headway
2227,1,1,05min headway,05min headway
2228,2,2,10min headway,10min headway
2229,2,2,10min headway,10min headway
2230,2,2,10min headway,10min headway
2231,2,2,10min headway,10min headway
2232,2,2,10min headway,10min headway
2233,2,2,10min headway,10min headway
2234,0,0,00 coverage,00 coverage
2235,2,2,10min headway,10min headway
2236,2,2,10min headway,10min headway
2237,2,2,10min headway,10min headway
2238,2,2,10min headway,10min headway
2239,2,2,10min headway,10min headway
2240,2,2,10min headway,10min headway
2241,0,0,00 coverage,00 coverage
2242,2,2,10min headway,10min headway
2243,1,2,05min headway,10min headway
2244,0,0,00 coverage,00 coverage
2245,2,2,10min headway,10min headway
2246,2,2,10min headway,10min headway
2247,2,2,10min headway,10min headway
2248,2,2,10min headway,10min headway
2249,0,0,00 coverage,00 coverage
2250,2,2,10min headway,10min headway
2251,0,0,00 coverage,00 coverage
2252,0,0,00 coverage,00 coverage
2253,0,0,00 coverage,00 coverage
2254,0,0,00 coverage,00 coverage
2255,0,0,00 coverage,00 coverage
2256,2,2,10min headway,10min headway
2257,2,2,10min headway,10min headway
2258,0,0,00 coverage,00 coverage
2259,0,0,00 coverage,00 coverage
2260,0,0,00 coverage,00 coverage
2261,0,0,00 coverage,00 coverage
2262,0,0,00 coverage,00 coverage
2263,3,3,Any,Any
2264,2,2,10min headway,10min headway
2265,0,0,00 coverage,00 coverage
2266,0,0,00 coverage,00 coverage
2267,1,1,05min headway,05min headway
2268,2,2,10min headway,10min headway
2269,2,2,10min headway,10min headway
2270,2,2,10min headway,10min headway
2271,1,2,05min headway,10min headway
2272,1,2,05min headway,10min headway
2273,2,2,10min headway,10min headway
2274,1,2,05min headway,10min headway
2275,2,2,10min headway,10min headway
2276,1,1,05min headway,05min headway
2277,1,1,05min headway,05min headway
2278,1,1,05min headway,05min headway
2279,1,1,05min headway,05min headway
2280,0,0,00 coverage,00 coverage
2281,0,0,00 coverage,00 coverage
2282,3,3,Any,Any
2283,2,2,10min headway,10min headway
2284,3,3,Any,Any
2285,2,2,10min headway,10min headway
2286,2,2,10min headway,10min headway
2287,2,2,10min headway,10min headway
2288,2,2,10min headway,10min headway
2289,1,1,05min headway,05min headway
2290,0,0,00 coverage,00 coverage
2291,1,1,05min headway,05min headway
2292,1,1,05min headway,05min headway
2293,1,1,05min headway,05min headway
2294,1,2,05min headway,10min headway
2295,2,2,10min headway,10min headway
2296,3,3,Any,Any
2297,2,2,10min headway,10min headway
2298,2,2,10min headway,10min headway
2299,2,2,10min headway,10min headway
2300,3,3,Any,Any
2301,2,2,10min headway,10min headway
2302,2,2,10min headway,10min headway
2303,2,2,10min headway,10min headway
2304,0,0,00 coverage,00 coverage
2305,2,2,10min headway,10min headway
2306,1,1,05min headway,05min headway
2307,2,2,10min headway,10min headway
2308,1,1,05min headway,05min headway
2309,1,1,05min headway,05min headway
2310,2,2,10min headway,10min headway
2311,2,2,10min headway,10min headway
2312,2,2,10min headway,10min headway
2313,2,2,10min headway,10min headway
2314,2,2,10min headway,10min headway
2315,2,2,10min headway,10min headway
2316,1,1,05min headway,05min headway
2317,1,1,05min headway,05min headway
2318,1,1,05min headway,05min headway
2319,1,1,05min headway,05min headway
2320,1,1,05min headway,05min headway
2321,1,1,05min headway,05min headway
2322,1,1,05min headway,05min headway
2323,1,1,05min headway,05min headway
2324,3,3,Any,Any
2325,1,2,05min headway,10min headway
2326,2,2,10min headway,10min headway
2327,1,1,05min headway,05min headway
2328,1,1,05min headway,05min headway
2329,2,2,10min headway,10min headway
2330,0,0,00 coverage,00 coverage
2331,2,2,10min headway,10min headway
2332,2,2,10min headway,10min headway
2333,2,2,10min headway,10min headway
2334,0,0,00 coverage,00 coverage
2335,2,2,10min headway,10min headway
2336,2,2,10min headway,10min headway
2337,2,2,10min headway,10min headway
2338,2,2,10min headway,10min headway
2339,0,0,00 coverage,00 coverage
2340,0,0,00 coverage,00 coverage
2341,1,2,05min headway,10min headway
2342,1,1,05min headway,05min headway
2343,2,2,10min headway,10min headway
2344,0,0,00 coverage,00 coverage
2345,2,2,10min headway,10min headway
2346,2,2,10min headway,10min headway
2347,2,2,10min headway,10min headway
2348,2,2,10min headway,10min headway
2349,2,2,10min headway,10min headway
2350,0,0,00 coverage,00 coverage
2351,0,0,00 coverage,00 coverage
2352,0,0,00 coverage,00 coverage
2353,2,2,10min headway,10min headway
2354,0,0,00 coverage,00 coverage
2355,2,2,10min headway,10min headway
2356,0,0,00 coverage,00 coverage
2357,2,2,10min headway,10min headway
2358,2,2,10min headway,10min headway
2359,0,0,00 coverage,00 coverage
2360,0,0,00 coverage,00 coverage
2361,0,0,00 coverage,00 coverage
2362,2,2,10min headway,10min headway
2363,2,2,10min headway,10min headway
2364,0,0,00 coverage,00 coverage
2365,0,0,00 coverage,00 coverage
2366,0,0,00 coverage,00 coverage
2367,2,2,10min headway,10min headway
2368,2,2,10min headway,10min headway
2369,2,2,10min headway,10min headway
2370,3,3,Any,Any
2371,3,3,Any,Any
2372,2,2,10min headway,10min headway
2373,1,1,05min headway,05min headway
2374,1,1,05min headway,05min headway
2375,2,2,10min headway,10min headway
2376,2,2,10min headway,10min headway
2377,1,1,05min headway,05min headway
2378,1,1,05min headway,05min headway
2379,1,1,05min headway,05min headway
2380,1,1,05min headway,05min headway
2381,2,2,10min headway,10min headway
2382,2,2,10min headway,10min headway
2383,0,0,00 coverage,00 coverage
2384,0,0,00 coverage,00 coverage
2385,2,2,10min headway,10min headway
2386,2,2,10min headway,10min headway
2387,0,0,00 coverage,00 coverage
2388,2,2,10min headway,10min headway
2389,2,2,10min headway,10min headway
2390,0,0,00 coverage,00 coverage
2391,2,2,10min headway,10min headway
2392,2,2,10min headway,10min headway
2393,2,2,10min headway,10min headway
2394,0,0,00 coverage,00 coverage
2395,2,2,10min headway,10min headway
2396,1,1,05min headway,05min headway
2397,1,1,05min headway,05min headway
2398,1,1,05min headway,05min headway
2399,1,1,05min headway,05min headway
2400,1,1,05min headway,05min headway
2401,1,1,05min headway,05min headway
2402,2,2,10min headway,10min headway
2403,1,1,05min headway,05min headway
2404,2,2,10min headway,10min headway
2405,3,3,Any,Any
2406,0,0,00 coverage,00 coverage
2407,3,3,Any,Any
2408,3,3,Any,Any
2409,3,3,Any,Any
2410,2,2,10min headway,10min headway
2411,3,3,Any,Any
2412,3,3,Any,Any
2413,3,3,Any,Any
2414,1,1,05min headway,05min headway
2415,1,1,05min headway,05min headway
2416,2,2,10min headway,10min headway
2417,2,2,10min headway,10min headway
2418,2,2,10min headway,10min headway
2419,3,3,Any,Any
2420,1,1,05min headway,05min headway
2421,1,1,05min headway,05min headway
2422,2,2,10min headway,10min headway
2423,3,3,Any,Any
2424,0,0,00 coverage,00 coverage
2425,0,0,00 coverage,00 coverage
2426,2,2,10min headway,10min headway
2427,2,2,10min headway,10min headway
2428,2,2,10min headway,10min headway
2429,1,1,05min headway,05min headway
2430,1,1,05min headway,05min headway
2431,2,2,10min headway,10min headway
2432,3,3,Any,Any
2433,2,2,10min headway,10min headway
2434,2,2,10min headway,10min headway
2435,2,2,10min headway,10min headway
2436,2,2,10min headway,10min headway
2437,2,2,10min headway,10min headway
2438,1,2,05min headway,10min headway
2439,3,3,Any,Any
2440,3,3,Any,Any
2441,2,2,10min headway,10min headway
2442,2,2,10min headway,10min headway
2443,2,2,10min headway,10min headway
2444,1,2,05min headway,10min headway
2445,2,2,10min headway,10min headway
2446,1,1,05min headway,05min headway
2447,2,2,10min headway,10min headway
2448,0,0,00 coverage,00 coverage
2449,3,3,Any,Any
2450,0,0,00 coverage,00 coverage
2451,2,2,10min headway,10min headway
2452,2,2,10min headway,10min headway
2453,1,1,05min headway,05min headway
2454,1,1,05min headway,05min headway
2455,2,2,10min headway,10min headway
2456,2,2,10min headway,10min headway
2457,2,2,10min headway,10min headway
2458,3,3,Any,Any
2459,1,2,05min headway,10min headway
2460,2,2,10min headway,10min headway
2461,0,0,00 coverage,00 coverage
2462,0,0,00 coverage,00 coverage
2463,2,2,10min headway,10min headway
2464,2,2,10min headway,10min headway
2465,3,3,Any,Any
2466,1,2,05min headway,10min headway
2467,0,0,00 coverage,00 coverage
2468,2,2,10min headway,10min headway
2469,0,0,00 coverage,00 coverage
2470,0,0,00 coverage,00 coverage
2471,0,0,00 coverage,00 coverage
2472,2,2,10min headway,10min headway
2473,0,0,00 coverage,00 coverage
2474,2,2,10min headway,10min headway
2475,3,3,Any,Any
2476,0,0,00 coverage,00 coverage
2477,2,2,10min headway,10min headway
2478,0,0,00 coverage,00 coverage
2479,3,3,Any,Any
2480,2,2,10min headway,10min headway
2481,1,2,05min headway,10min headway
2482,1,2,05min headway,10min headway
2483,1,2,05min headway,10min headway
2484,2,2,10min headway,10min headway
2485,1,2,05min headway,10min headway
2486,3,3,Any,Any
2487,2,2,10min headway,10min headway
2488,2,2,10min headway,10min headway
2489,2,2,10min headway,10min headway
2490,2,2,10min headway,10min headway
2491,2,2,10min headway,10min headway
2492,2,2,10min headway,10min headway
2493,2,2,10min headway,10min headway
2494,0,0,00 coverage,00 coverage
2495,2,2,10min headway,10min headway
2496,1,2,05min headway,10min headway
2497,2,2,10min headway,10min headway
2498,2,2,10min headway,10min headway
2499,2,2,10min headway,10min headway
2500,2,2,10min headway,10min headway
2501,2,2,10min headway,10min headway
2502,2,2,10min headway,10min headway
2503,3,3,Any,Any
2504,2,2,10min headway,10min headway
2505,0,0,00 coverage,00 coverage
2506,0,0,00 coverage,00 coverage
2507,0,0,00 coverage,00 coverage
2508,1,1,05min headway,05min headway
2509,1,1,05min headway,05min headway
2510,1,1,05min headway,05min headway
2511,1,1,05min headway,05min headway
2512,1,1,05min headway,05min headway
2513,0,0,00 coverage,00 coverage
2514,0,0,00 coverage,00 coverage
2515,2,2,10min headway,10min headway
2516,2,2,10min headway,10min headway
2517,1,2,05min headway,10min headway
2518,3,3,Any,Any
2519,1,1,05min headway,05min headway
2520,2,2,10min headway,10min headway
2521,2,2,10min headway,10min headway
2522,3,3,Any,Any
2523,2,2,10min headway,10min headway
2524,2,2,10min headway,10min headway
2525,2,2,10min headway,10min headway
